rating,reviews,installs
4.3,5785,"500,000+"
3.8,560,"50,000+"
3.9,334,"50,000+"
4.1,16111,"1,000,000+"
4.8,14,100+
4.4,2953886,"100,000,000+"
4.0,2789775,"100,000,000+"
4.7,174827,"10,000,000+"
4.6,2133047,"50,000,000+"
4.3,482630,"10,000,000+"
4.0,69115,"10,000,000+"
4.4,3128611,"100,000,000+"
3.7,80816,"50,000,000+"
3.7,38606,"1,000,000+"
3.3,3044,"1,000,000+"
4.1,75,"10,000+"
3.0,1820,"100,000+"
4.1,10067,"1,000,000+"
3.0,480,"1,000,000+"
3.8,2300,"10,000,000+"
4.0,53144,"5,000,000+"
4.5,7820775,"100,000,000+"
4.6,22775,"10,000,000+"
4.1,370,"500,000+"
3.6,41502,"50,000,000+"
4.7,963,"10,000+"
3.5,21592,"10,000,000+"
3.1,103,"10,000+"
3.9,138129,"10,000,000+"
3.7,18522,"1,000,000+"
4.2,6454,"5,000,000+"
4.4,17988,"100,000+"
4.4,1771,"10,000+"
3.3,8465,"10,000,000+"
4.8,48,"1,000+"
4.2,146,"5,000+"
4.5,124,"5,000+"
3.8,21943,"5,000,000+"
4.1,1468,"10,000+"
4.2,131,"1,000+"
4.2,1088,"10,000+"
4.0,1981,"100,000+"
4.2,29756,"1,000,000+"
3.8,82,"5,000+"
4.5,1057,"50,000+"
3.7,10490,"1,000,000+"
4.3,16600,"1,000,000+"
4.5,67611,"1,000,000+"
4.1,6601,"500,000+"
4.2,233588,"5,000,000+"
4.5,166886,"10,000,000+"
4.0,93638,"10,000,000+"
4.4,3648765,"100,000,000+"
4.2,4921866,"100,000,000+"
4.3,83977,"500,000+"
4.7,573,"10,000+"
4.1,124,"5,000+"
3.2,852,"100,000+"
3.9,139,"10,000+"
4.1,438,"50,000+"
3.4,784,"50,000+"
3.0,331,"50,000+"
4.6,655,"100,000+"
4.6,34,"1,000+"
4.1,3315,"500,000+"
3.1,71,"10,000+"
3.4,1178,"100,000+"
4.2,2158,"500,000+"
4.2,26,"5,000+"
3.0,245,"10,000+"
2.4,210,"10,000+"
4.1,568,"100,000+"
2.9,83,"10,000+"
4.0,712,"100,000+"
4.0,198,"50,000+"
3.8,24517,"10,000,000+"
2.4,468,"10,000+"
4.4,5599,"500,000+"
3.7,52,"5,000+"
4.3,241,"10,000+"
4.6,4435,"100,000+"
4.2,11404,"100,000+"
4.8,10249,"10,000+"
3.6,906,"100,000+"
3.2,1011,"100,000+"
4.0,889,"100,000+"
3.5,4575,"500,000+"
4.4,509,"100,000+"
2.5,20,"5,000+"
3.9,93,"10,000+"
4.4,397147,"10,000,000+"
4.2,109263,"1,000,000+"
4.2,192677,"50,000,000+"
4.3,241,"100,000+"
4.1,182103,"5,000,000+"
4.3,11335481,"500,000,000+"
4.2,16876,"1,000,000+"
4.2,2113,"100,000+"
3.9,6121,"500,000+"
3.9,85578,"10,000,000+"
4.4,1031045,"100,000,000+"
3.8,165723,"10,000,000+"
4.5,984451,"50,000,000+"
4.2,3546,"1,000,000+"
3.7,430643,"50,000,000+"
4.3,1615418,"50,000,000+"
4.3,542,"100,000+"
4.6,9879473,"100,000,000+"
3.3,4288,"500,000+"
3.6,124,"5,000+"
4.1,2399,"100,000+"
3.8,3478,"1,000,000+"
3.3,582,"100,000+"
4.5,15924,"100,000+"
4.8,3283,"100,000+"
4.6,4016834,"100,000,000+"
4.3,903,"1,000,000+"
4.5,292,"10,000+"
4.2,2506,"50,000+"
3.8,87,"10,000+"
4.7,594,"1,000+"
4.2,450,"100,000+"
4.3,2772,"500,000+"
4.7,1997,"5,000+"
4.7,127,"5,000+"
3.6,309,"10,000+"
4.2,2460,"50,000+"
4.0,1744,"100,000+"
4.3,589,"100,000+"
4.7,1667,"10,000+"
4.2,5387631,"100,000,000+"
4.6,856,"5,000+"
4.8,51,"5,000+"
4.6,2915189,"100,000,000+"
3.8,11,500+
4.6,7231017,"100,000,000+"
4.3,175523,"10,000,000+"
4.2,29,"5,000+"
4.5,1507205,"100,000,000+"
3.2,38,"1,000+"
4.3,1704112,"50,000,000+"
4.3,2142,"50,000+"
4.5,1013944,"10,000,000+"
4.4,2371543,"50,000,000+"
1.9,105,"10,000+"
4.4,137144,"10,000,000+"
2.5,24,"5,000+"
4.2,2447,"100,000+"
4.3,352097,"10,000,000+"
4.0,75,"10,000+"
4.5,37607,"1,000,000+"
4.8,492,"10,000+"
4.2,12121,"1,000,000+"
4.7,65,"5,000+"
4.4,101957,"5,000,000+"
4.4,205,"50,000+"
4.4,95080,"10,000,000+"
4.6,1130966,"10,000,000+"
4.6,124970,"5,000,000+"
4.2,348,"10,000+"
4.5,637254,"10,000,000+"
4.0,1546,"10,000+"
4.4,1162331,"100,000,000+"
4.2,1092106,"50,000,000+"
4.5,40617,"5,000,000+"
4.6,70449,"5,000,000+"
4.4,1279109,"100,000,000+"
4.7,5754,"100,000+"
4.2,54063,"5,000,000+"
4.4,1166,"100,000+"
3.2,37584,"5,000,000+"
4.1,1925,"100,000+"
4.0,142,"50,000+"
4.7,801,"5,000+"
4.6,168487,"10,000,000+"
4.6,20418,"1,000,000+"
4.7,58366,"1,000,000+"
4.8,1216,"10,000+"
4.6,4210,"100,000+"
4.2,12147,"1,000,000+"
4.3,10806,"5,000,000+"
3.3,355837,"10,000,000+"
4.7,149,"1,000+"
4.5,22018,"500,000+"
4.0,126,"10,000+"
4.5,30515,"1,000,000+"
4.2,4878,"100,000+"
4.6,252,"10,000+"
4.2,63197,"1,000,000+"
4.7,32613,"1,000,000+"
4.7,8642,"500,000+"
4.2,161,"5,000+"
4.3,514,"50,000+"
4.3,1714,"100,000+"
4.5,24210,"500,000+"
4.4,12736,"1,000,000+"
4.5,56,"10,000+"
4.6,586,"100,000+"
4.3,60,"1,000+"
3.8,44636,"1,000,000+"
4.5,3432,"1,000,000+"
4.5,10748,"1,000,000+"
3.9,916,"100,000+"
4.0,875,"100,000+"
2.7,1616,"500,000+"
4.5,18612,"100,000+"
4.0,88,"10,000+"
2.9,2160,"100,000+"
4.6,5898,"100,000+"
4.4,38517,"1,000,000+"
4.5,1235841,"50,000,000+"
4.6,5227,"500,000+"
4.4,281448,"10,000,000+"
4.3,436170,"10,000,000+"
4.4,1131937,"100,000,000+"
4.2,721646,"50,000,000+"
4.8,1499466,"10,000,000+"
4.3,4188345,"100,000,000+"
4.3,285814,"10,000,000+"
4.6,351267,"10,000,000+"
4.6,16936,"1,000,000+"
4.2,36214,"5,000,000+"
4.2,130549,"5,000,000+"
4.1,74842,"5,000,000+"
4.4,45871,"5,000,000+"
4.5,5180480,"100,000,000+"
4.4,2591610,"100,000,000+"
4.4,427185,"10,000,000+"
4.2,50771,"1,000,000+"
4.5,7464996,"100,000,000+"
4.6,4421,"50,000+"
4.5,337242,"10,000,000+"
4.6,387958,"10,000,000+"
4.0,229329,"10,000,000+"
4.5,97071,"5,000,000+"
4.2,853495,"50,000,000+"
3.9,5894,"1,000,000+"
4.7,96028,"1,000,000+"
4.4,695576,"50,000,000+"
4.5,295430,"10,000,000+"
4.3,121612,"1,000,000+"
4.4,1075016,"100,000,000+"
4.2,367951,"5,000,000+"
3.9,1987,"100,000+"
4.1,650114,"10,000,000+"
2.2,605,"1,000,000+"
4.2,41444,"1,000,000+"
4.2,62301,"5,000,000+"
2.8,405,"50,000+"
3.9,145,"10,000+"
4.3,3976,"100,000+"
4.8,201,"1,000+"
4.3,1655,"100,000+"
4.1,11258,"500,000+"
4.2,11408,"1,000,000+"
4.4,306,"10,000+"
4.1,94661,"1,000,000+"
4.6,99,"10,000+"
4.3,71829,"5,000,000+"
4.3,13604,"1,000,000+"
3.8,142,"10,000+"
4.8,1721,"10,000+"
3.8,24198,"1,000,000+"
3.9,24697,"500,000+"
4.3,8537,"100,000+"
4.3,180,"5,000+"
4.3,29540,"1,000,000+"
4.1,133,"10,000+"
4.2,63699,"5,000,000+"
4.9,272172,"10,000,000+"
4.5,1886,"500,000+"
4.6,253115,"10,000,000+"
3.8,10,"1,000+"
4.7,55571,"1,000,000+"
4.5,384602,"10,000,000+"
4.7,227401,"5,000,000+"
4.5,596628,"10,000,000+"
4.8,69279,"10,000,000+"
4.6,18921,"1,000,000+"
4.6,3881752,"100,000,000+"
4.3,1628,"100,000+"
4.8,3908,"100,000+"
3.4,2105,"100,000+"
4.6,2901,"50,000+"
4.4,2610328,"100,000,000+"
4.5,2634605,"10,000,000+"
4.4,32,"5,000+"
4.4,44939,"10,000,000+"
4.6,37224,"1,000,000+"
4.2,829753,"50,000,000+"
4.3,48253,"1,000,000+"
4.3,111,"10,000+"
3.8,454,"100,000+"
3.9,2371,"500,000+"
4.3,96,"10,000+"
4.8,5103,"100,000+"
4.2,9,"1,000+"
4.5,630,"10,000+"
4.8,527,"100,000+"
4.6,2067,"50,000+"
4.2,3846378,"50,000,000+"
4.2,533,"10,000+"
4.0,5967,"1,000,000+"
4.3,1218055,"100,000,000+"
4.8,793,"10,000+"
4.1,27501,"1,000,000+"
4.7,21,"1,000+"
4.8,18604,"1,000,000+"
4.0,12906,"1,000,000+"
3.5,224,"10,000+"
3.8,40934,"1,000,000+"
3.5,537,"100,000+"
3.3,4786,"500,000+"
3.7,42529,"500,000+"
3.3,472,"100,000+"
3.4,29854,"1,000,000+"
1.8,3270,"500,000+"
1.6,402,"100,000+"
1.9,71,"5,000+"
3.6,41,"10,000+"
3.4,7816,"1,000,000+"
3.2,409,"50,000+"
2.5,362,"100,000+"
4.7,147,"10,000+"
2.6,60,"10,000+"
2.8,48,"10,000+"
3.9,3043,"100,000+"
4.2,27,"5,000+"
3.9,336,"50,000+"
4.0,11,"5,000+"
3.5,383,"50,000+"
3.1,3263,"1,000,000+"
3.7,1041,"100,000+"
3.6,126,"10,000+"
3.4,377,"100,000+"
4.0,448,"100,000+"
3.7,822,"50,000+"
1.7,84,"10,000+"
2.4,166,"10,000+"
4.3,45,"10,000+"
4.2,23291,"1,000,000+"
3.3,353,"100,000+"
4.1,114340,"10,000,000+"
4.1,66473,"1,000,000+"
3.4,1450,"100,000+"
3.0,1298,"100,000+"
3.0,119,"50,000+"
2.2,32,"1,000+"
3.7,332,"50,000+"
3.7,566,"100,000+"
4.8,130,"1,000+"
3.7,163,"10,000+"
3.6,3632,"1,000,000+"
3.7,9514,"500,000+"
4.4,152470,"10,000,000+"
3.8,5107,"500,000+"
3.7,9221,"1,000,000+"
3.7,10369,"1,000,000+"
4.8,5639,"10,000+"
4.2,1586,"500,000+"
4.1,121113,"10,000,000+"
4.6,2265084,"50,000,000+"
4.1,14491,"1,000,000+"
4.3,2976,"10,000+"
3.9,1075,"50,000+"
3.8,208,"50,000+"
4.0,8769,"1,000,000+"
4.5,3005,"10,000+"
4.6,3362,"50,000+"
4.1,9914,"1,000,000+"
4.4,1774,"10,000+"
3.7,705,"50,000+"
3.9,18751,"1,000,000+"
3.9,107,"10,000+"
4.5,25243,"100,000+"
4.5,100,"1,000+"
4.4,319,"10,000+"
4.3,52677,"1,000,000+"
4.5,118,"10,000+"
4.7,8696,"100,000+"
4.7,10672,"100,000+"
4.1,7,"1,000+"
3.3,999,"100,000+"
4.2,204,"5,000+"
4.1,6267,"1,000,000+"
3.4,16,100+
4.3,40241,"5,000,000+"
4.9,37302,"500,000+"
4.5,3252,"50,000+"
4.1,66,"1,000+"
4.4,317,"50,000+"
4.3,29331,"5,000,000+"
4.4,457,"10,000+"
3.4,1555,"100,000+"
4.1,1828,"100,000+"
4.1,30,"1,000+"
3.5,315,"100,000+"
3.8,1343,"100,000+"
4.6,20178,"100,000+"
4.6,77302,"5,000,000+"
5.0,2,10+
4.6,85782,"10,000,000+"
4.2,20476,"1,000,000+"
4.0,29708,"1,000,000+"
3.9,39495,"5,000,000+"
3.7,464,"50,000+"
4.3,2171,"100,000+"
1.9,63,"5,000+"
4.2,652,"10,000+"
4.2,6973,"100,000+"
4.0,8100,"1,000,000+"
4.4,61746,"500,000+"
4.2,960,"50,000+"
4.5,17263,"500,000+"
4.3,30002,"1,000,000+"
4.4,5262,"100,000+"
4.0,41759,"1,000,000+"
4.2,4569,"100,000+"
4.3,18277,"1,000,000+"
4.0,721,"50,000+"
4.3,1776,"50,000+"
3.9,8638,"500,000+"
4.0,1417,"100,000+"
3.7,8581,"1,000,000+"
4.1,19,"1,000+"
3.9,109,"10,000+"
4.2,74902,"5,000,000+"
4.4,64,"1,000+"
4.5,14,"1,000+"
3.9,6988,"100,000+"
3.9,2588,"100,000+"
4.2,358,"10,000+"
4.5,804,"10,000+"
4.1,533,"10,000+"
4.7,263,"10,000+"
4.4,238459,"10,000,000+"
4.7,120,"10,000+"
4.7,557,"10,000+"
4.0,17876,"1,000,000+"
3.9,4726,"500,000+"
3.8,926,"50,000+"
3.9,194,"10,000+"
4.4,14,"1,000+"
4.5,74531,"5,000,000+"
3.8,208,"10,000+"
3.5,77,"1,000+"
4.2,165224,"10,000,000+"
4.7,210,"10,000+"
2.0,136,"10,000+"
4.3,726,"5,000+"
2.8,5,100+
4.0,130063,"10,000,000+"
3.9,12,"1,000+"
4.2,4559,"100,000+"
3.4,30,"10,000+"
4.5,93,"10,000+"
4.7,51,"1,000+"
2.0,2221,"5,000,000+"
4.4,503757,"10,000,000+"
4.7,13,500+
3.3,75,"10,000+"
4.1,20,"5,000+"
4.2,79792,"100,000,000+"
4.4,626366,"10,000,000+"
3.7,3396,"500,000+"
4.3,116769,"10,000,000+"
3.9,38055,"5,000,000+"
5.0,7,"1,000+"
4.1,7479,"1,000,000+"
4.8,46,"1,000+"
4.0,26530,"1,000,000+"
4.1,76484,"5,000,000+"
3.8,6,"1,000+"
4.6,1450632,"10,000,000+"
4.3,61990,"10,000,000+"
4.1,94761,"10,000,000+"
4.6,152653,"10,000,000+"
4.1,52312,"5,000,000+"
4.4,4931562,"100,000,000+"
4.2,306652,"10,000,000+"
4.1,23453,"1,000,000+"
4.3,50893,"1,000,000+"
4.3,2215,"500,000+"
4.0,9013,"1,000,000+"
4.5,88,500+
4.1,114,"10,000+"
3.8,164,"10,000+"
4.5,185,"5,000+"
4.1,85,"10,000+"
3.9,20,"10,000+"
3.7,7,"1,000+"
4.5,623,"5,000+"
4.4,6738,"100,000+"
3.4,19,"5,000+"
2.3,3,"1,000+"
4.7,68,"10,000+"
3.4,13,"1,000+"
4.7,3,100+
5.0,3,50+
3.6,64,"10,000+"
5.0,30,100+
4.3,375,"10,000+"
5.0,6,500+
4.1,295,"50,000+"
4.1,12,100+
4.5,2931,"100,000+"
3.4,5,"1,000+"
2.9,33,"10,000+"
4.6,644,"50,000+"
5.0,1,100+
3.9,536,"10,000+"
3.9,7,100+
5.0,3,100+
4.1,1998,"100,000+"
5.0,5,100+
3.0,30,"5,000+"
4.0,4,100+
1.0,1,50+
4.0,2,100+
4.0,4,500+
3.8,1088,"100,000+"
3.5,1689,"100,000+"
2.6,5,100+
3.4,256,"50,000+"
4.5,45458,"1,000,000+"
3.4,486,"100,000+"
3.8,949,"50,000+"
3.0,76,"5,000+"
4.4,80927,"1,000,000+"
4.0,51,"1,000+"
3.9,339,"50,000+"
4.6,116973,"1,000,000+"
3.8,89,"10,000+"
3.8,3597,"100,000+"
4.0,66,"10,000+"
4.6,1976,"50,000+"
3.6,448,"50,000+"
4.4,25627,"1,000,000+"
3.1,40,"10,000+"
4.2,55313,"1,000,000+"
4.6,27,"10,000+"
4.0,97,"5,000+"
5.0,43,100+
3.3,40,"1,000+"
4.1,22,"1,000+"
3.6,8,100+
3.2,32,"1,000+"
4.4,2087,"100,000+"
4.0,529,"100,000+"
4.4,26,500+
4.5,41624,"1,000,000+"
4.3,20,"1,000+"
4.7,1891,"100,000+"
4.4,8,"5,000+"
4.4,65766,"5,000,000+"
4.4,346681,"10,000,000+"
3.7,3,100+
3.3,1407,"100,000+"
3.7,3,100+
3.0,20,"1,000+"
2.6,91,"5,000+"
3.5,43,"1,000+"
3.9,253,"10,000+"
4.6,71,500+
3.8,89,"10,000+"
4.6,361734,"5,000,000+"
4.4,2975,"50,000+"
4.5,1564,"50,000+"
4.5,6750,"100,000+"
4.7,3873,"10,000+"
4.4,74744,"1,000,000+"
5.0,44,100+
2.8,107441,"1,000,000+"
4.6,31,500+
2.8,135,"10,000+"
5.0,12,100+
5.0,2,500+
2.8,9,500+
3.8,8,"1,000+"
4.1,22,"1,000+"
4.8,18,100+
5.0,9,10+
5.0,1,10+
4.4,134,"10,000+"
5.0,2,100+
4.1,21,100+
4.8,48,"5,000+"
4.8,5,50+
4.0,18,"1,000+"
5.0,2,10+
4.6,18893,"100,000+"
5.0,4,50+
4.5,26916,"500,000+"
5.0,1,10+
4.4,1031,"100,000+"
4.0,345,"100,000+"
3.9,656,"500,000+"
4.1,585,"50,000+"
4.8,21,"1,000+"
4.3,734,"10,000+"
3.9,7,"1,000+"
4.5,37,"5,000+"
3.7,165,"10,000+"
4.3,807226,"10,000,000+"
4.2,322,"50,000+"
3.7,91,"10,000+"
3.8,6,500+
4.6,23971,"1,000,000+"
3.3,25,"1,000+"
3.0,2,100+
3.9,145931,"10,000,000+"
4.2,1343106,"10,000,000+"
3.9,54,"10,000+"
4.1,21,"5,000+"
4.6,5,500+
4.4,9,"5,000+"
3.8,71,"10,000+"
4.4,243121,"5,000,000+"
4.9,23,100+
3.6,33812,"5,000,000+"
4.3,47,"1,000+"
3.6,283,"50,000+"
4.1,82827,"10,000,000+"
3.4,803,"50,000+"
4.5,302,"50,000+"
4.7,19,"1,000+"
4.5,459,"10,000+"
4.4,71,"10,000+"
4.3,218,"10,000+"
4.6,218451,"10,000,000+"
4.2,1291,"50,000+"
4.8,57400,"500,000+"
4.6,284670,"10,000,000+"
4.8,445756,"10,000,000+"
4.6,361780,"10,000,000+"
4.6,41608,"1,000,000+"
4.6,9952,"100,000+"
4.1,24456,"1,000,000+"
4.7,2319,"50,000+"
4.7,7878,"1,000,000+"
4.8,6696,"100,000+"
3.6,4832,"1,000,000+"
4.7,173394,"5,000,000+"
4.6,2654,"100,000+"
4.5,96419,"5,000,000+"
4.7,13620,"500,000+"
4.5,199,"10,000+"
4.3,979,"50,000+"
4.5,12322,"500,000+"
4.8,29551,"1,000,000+"
4.7,47463,"1,000,000+"
4.7,1340,"10,000+"
4.7,55011,"1,000,000+"
4.7,7116,"100,000+"
4.7,759,"50,000+"
4.7,497826,"10,000,000+"
4.7,1777,"50,000+"
4.6,518,"50,000+"
4.7,1201,"100,000+"
4.7,1133393,"10,000,000+"
4.6,3234,"100,000+"
3.8,3547,"100,000+"
3.9,1455,"10,000+"
4.0,141584,"10,000,000+"
4.0,856,"10,000+"
3.8,411,"10,000+"
4.1,1867,"50,000+"
2.9,41,"1,000+"
3.8,93,"1,000+"
3.5,472,"5,000+"
4.2,134,"1,000+"
4.6,459,"10,000+"
4.4,201,"5,000+"
4.4,208501,"1,000,000+"
4.1,129,"1,000+"
3.9,213,"1,000+"
3.6,217,"10,000+"
4.0,630,"10,000+"
3.8,39,"10,000+"
4.3,180,"5,000+"
4.6,68,"10,000+"
3.6,126,"5,000+"
3.9,4581,"100,000+"
4.0,36,"1,000+"
4.2,1313,"100,000+"
4.2,1493,"100,000+"
4.2,4537,"100,000+"
4.5,5849,"500,000+"
4.7,327,"10,000+"
3.5,33944,"1,000,000+"
4.5,10256,"1,000,000+"
4.0,484858,"10,000,000+"
4.6,8004,"100,000+"
4.2,636228,"10,000,000+"
4.3,931503,"10,000,000+"
4.1,245839,"10,000,000+"
4.5,68072,"5,000,000+"
4.2,210317,"10,000,000+"
4.5,1333338,"10,000,000+"
4.4,899748,"10,000,000+"
3.7,23729,"1,000,000+"
4.4,406511,"5,000,000+"
4.3,315390,"10,000,000+"
4.3,179139,"5,000,000+"
4.3,104389,"5,000,000+"
4.5,10847682,"1,000,000,000+"
4.5,559931,"10,000,000+"
3.8,130689,"5,000,000+"
4.5,234971,"1,000,000+"
4.5,228737,"10,000,000+"
4.4,72202,"1,000,000+"
4.7,2570,"100,000+"
3.5,14145,"1,000,000+"
4.9,25,"5,000+"
4.0,9,"1,000+"
4.1,21223,"1,000,000+"
4.2,32,"10,000+"
4.4,438911,"10,000,000+"
4.1,2063,"100,000+"
4.6,45771,"1,000,000+"
4.6,7148,"100,000+"
4.7,19209,"100,000+"
4.5,29495,"1,000,000+"
4.6,666246,"10,000,000+"
4.4,1721943,"10,000,000+"
4.4,8219586,"100,000,000+"
4.2,690148,"10,000,000+"
4.4,579519,"10,000,000+"
4.0,170973,"5,000,000+"
4.2,62636,"1,000,000+"
4.2,123136,"5,000,000+"
4.2,250197,"5,000,000+"
4.8,221722,"10,000,000+"
3.7,29838,"5,000,000+"
3.4,1012,"100,000+"
4.3,183004,"10,000,000+"
4.3,143087,"1,000,000+"
4.6,652940,"10,000,000+"
4.2,336386,"10,000,000+"
4.6,5195,"100,000+"
4.1,91935,"10,000,000+"
4.4,1381624,"10,000,000+"
4.6,92522,"5,000,000+"
4.3,45370,"1,000,000+"
4.4,41269,"1,000,000+"
4.7,394842,"10,000,000+"
4.2,1008012,"50,000,000+"
3.8,302,"10,000+"
4.3,1231,"100,000+"
3.7,1443,"100,000+"
4.3,148083,"10,000,000+"
2.9,31596,"5,000,000+"
4.3,598975,"10,000,000+"
4.3,275,"10,000+"
4.0,64164,"10,000,000+"
3.3,16063,"1,000,000+"
4.5,76616,"1,000,000+"
4.1,22,"5,000+"
5.0,3,"1,000+"
3.9,684,"100,000+"
4.6,117,"10,000+"
4.0,177,"10,000+"
3.6,188,"10,000+"
4.0,22,"10,000+"
4.5,19,"5,000+"
2.9,45,"5,000+"
4.2,25,"1,000+"
4.5,23,"5,000+"
4.6,513,"10,000+"
4.7,11018,"500,000+"
4.2,676,"100,000+"
4.7,3,"1,000+"
4.7,3,10+
3.9,478,"100,000+"
4.7,55,"10,000+"
3.7,88,"10,000+"
4.8,21,"5,000+"
4.0,138,"10,000+"
4.6,87,"10,000+"
4.4,105,"10,000+"
4.3,13166,"1,000,000+"
4.7,7,100+
3.6,5,500+
4.4,29,"5,000+"
4.6,70,"1,000+"
2.9,10,100+
4.5,242,"50,000+"
5.0,1,10+
3.7,3743,"1,000,000+"
3.7,37,"5,000+"
4.2,19,"5,000+"
3.0,5,"1,000+"
5.0,1,10+
4.4,129409,"1,000,000+"
4.7,7,"1,000+"
4.3,22667,"1,000,000+"
3.9,10114,"100,000+"
4.4,48427,"500,000+"
4.3,4704,"100,000+"
4.6,28,500+
4.5,11,500+
3.9,265,"10,000+"
4.7,57,"1,000+"
4.3,541661,"10,000,000+"
5.0,4,50+
5.0,25,"1,000+"
5.0,1,10+
4.4,2052407,"50,000,000+"
2.7,560,"10,000+"
4.6,41000,"1,000,000+"
4.4,616742,"10,000,000+"
4.4,161637,"10,000,000+"
4.1,349151,"50,000,000+"
3.8,169369,"10,000,000+"
4.4,218881,"5,000,000+"
4.6,31134,"1,000,000+"
4.1,242722,"10,000,000+"
4.5,244039,"5,000,000+"
4.2,720685,"10,000,000+"
4.7,84389,"1,000,000+"
4.3,137696,"5,000,000+"
4.3,322976,"5,000,000+"
4.2,254,"10,000+"
3.8,898,"100,000+"
4.0,22435,"1,000,000+"
4.3,308944,"5,000,000+"
4.6,16801,"1,000,000+"
4.3,906,"50,000+"
4.3,391325,"10,000,000+"
4.3,28735,"1,000,000+"
4.7,580160,"5,000,000+"
4.6,353813,"10,000,000+"
4.4,862,"100,000+"
3.8,17,"1,000+"
4.6,1226514,"10,000,000+"
4.6,19070,"100,000+"
4.5,118,"50,000+"
4.5,20247,"5,000,000+"
3.9,63640,"10,000,000+"
4.4,25717,"1,000,000+"
3.8,1363,"100,000+"
4.3,1602,"100,000+"
4.3,1017237,"50,000,000+"
3.7,128,"10,000+"
3.2,1354,"100,000+"
4.0,211,"10,000+"
3.8,410,"10,000+"
4.4,83,"10,000+"
3.8,1745,"1,000,000+"
3.4,131,"5,000+"
2.9,53,"10,000+"
4.5,20,"1,000+"
3.7,25,"5,000+"
3.8,469,"10,000+"
4.1,25195,"1,000,000+"
4.1,9636,"1,000,000+"
3.7,22,"5,000+"
3.6,153,"10,000+"
3.0,17,"1,000+"
4.1,1152,"100,000+"
3.8,20,"1,000+"
4.2,29,"5,000+"
4.4,36268,"1,000,000+"
4.5,153,"10,000+"
3.6,740,"50,000+"
3.6,284,"10,000+"
3.7,20879,"1,000,000+"
3.9,76340,"5,000,000+"
4.2,2563,"100,000+"
4.1,4374,"100,000+"
4.5,23966,"1,000,000+"
2.8,961,"100,000+"
2.6,114,"10,000+"
4.3,246201,"10,000,000+"
4.4,125652,"10,000,000+"
4.1,1407,"100,000+"
4.0,448,"50,000+"
4.3,11379,"500,000+"
3.9,2057,"50,000+"
3.5,28,"1,000+"
3.7,42329,"5,000,000+"
4.3,344283,"10,000,000+"
4.3,258717,"10,000,000+"
4.1,40437,"5,000,000+"
4.2,51787,"5,000,000+"
4.3,531074,"10,000,000+"
4.2,171052,"10,000,000+"
4.6,807155,"10,000,000+"
4.3,480208,"500,000,000+"
4.1,29867,"5,000,000+"
4.4,450013,"10,000,000+"
4.4,228130,"5,000,000+"
4.1,111465,"5,000,000+"
4.2,348132,"100,000,000+"
4.4,155693,"5,000,000+"
4.3,81668,"5,000,000+"
2.4,11773,"1,000,000+"
4.5,870928,"50,000,000+"
4.3,495748,"50,000,000+"
4.5,407788,"5,000,000+"
4.5,118285,"1,000,000+"
4.3,347086,"10,000,000+"
4.4,379245,"10,000,000+"
4.3,144873,"10,000,000+"
4.4,326232,"50,000,000+"
4.6,318134,"5,000,000+"
3.4,2445,"500,000+"
3.9,65119,"1,000,000+"
4.3,34898,"1,000,000+"
4.4,889425,"10,000,000+"
4.5,1041836,"10,000,000+"
4.4,17945,"1,000,000+"
4.2,82857,"5,000,000+"
4.0,47151,"5,000,000+"
4.3,107765,"5,000,000+"
4.4,57556,"5,000,000+"
4.2,37165,"1,000,000+"
4.0,174127,"5,000,000+"
4.4,4706,"1,000,000+"
4.6,73919,"500,000+"
4.0,532,"100,000+"
4.4,344819,"5,000,000+"
3.5,9335,"1,000,000+"
4.6,100805,"1,000,000+"
4.0,15875,"1,000,000+"
4.0,23168,"1,000,000+"
4.1,2628,"100,000+"
4.1,235486,"10,000,000+"
3.3,2717,"100,000+"
3.9,24123,"1,000,000+"
4.1,7728,"500,000+"
4.2,2180,"100,000+"
4.0,59223,"5,000,000+"
4.5,16162,"100,000+"
3.8,596,"100,000+"
3.5,1976,"100,000+"
4.3,6698,"500,000+"
4.6,21266,"100,000+"
4.7,4041,"10,000+"
3.8,2691,"100,000+"
4.7,27856,"100,000+"
4.8,5369,"50,000+"
3.2,9126,"1,000,000+"
4.5,568922,"100,000,000+"
3.9,85278,"1,000,000+"
3.6,16521,"1,000,000+"
3.7,70,"10,000+"
4.4,28,"1,000+"
4.1,91667,"1,000,000+"
4.0,664,"100,000+"
3.1,212,"50,000+"
4.0,1185,"100,000+"
2.8,440,"10,000+"
3.7,681,"10,000+"
2.7,17,"1,000+"
3.9,623,"100,000+"
3.8,14657,"1,000,000+"
3.6,2433,"100,000+"
4.5,1827,"100,000+"
3.5,30,"1,000+"
4.0,97,"10,000+"
3.8,762,"100,000+"
3.6,58,"10,000+"
4.2,16,"1,000+"
4.4,128,"50,000+"
4.0,498,"10,000+"
4.7,48,"1,000+"
4.1,23609,"1,000,000+"
4.0,24312,"500,000+"
4.7,57,"10,000+"
3.8,874,"100,000+"
5.0,2,"1,000+"
4.4,27,"10,000+"
4.0,29462,"1,000,000+"
3.8,159063,"1,000,000+"
4.1,294,"10,000+"
4.3,697,"50,000+"
4.5,6207063,"100,000,000+"
4.4,631,"100,000+"
3.4,617,"100,000+"
4.1,215,"10,000+"
4.1,25,"5,000+"
3.8,6,"1,000+"
4.3,35,"1,000+"
